80001271315014344,杭州-星级-积分翻倍兑,服务外呼
80001271343013642,杭州-星级-积分翻倍兑,服务外呼
80001271311000898,杭州-星级-积分翻倍兑,服务外呼
80001270686062458,杭州-星级-积分翻倍兑,服务外呼
80001271333080548,杭州-星级-积分翻倍兑,服务外呼
80001271317021256,杭州-星级-积分翻倍兑,服务外呼
80001271311000862,杭州-星级-积分翻倍兑,服务外呼
80001271345001978,杭州-星级-积分翻倍兑,服务外呼
80001271327041362,杭州-星级-积分翻倍兑,服务外呼
80001270684026584,杭州-星级-积分翻倍兑,服务外呼
80001270696041254,杭州-星级-积分翻倍兑,服务外呼
80001174778065910,电渠满卡专项,服务外呼
80001270680078424,杭州-星级-积分翻倍兑,服务外呼
80001257496022198,沉默促活,服务外呼
80001271333025198,杭州-星级-积分翻倍兑,服务外呼
80001271325062674,杭州-星级-积分翻倍兑,服务外呼
80001271335041308,杭州-星级-积分翻倍兑,服务外呼
80001271313076768,杭州-星级-积分翻倍兑,服务外呼
80001272292058318,杭州-星级-积分翻倍兑,服务外呼
80001272294014542,杭州-星级-积分翻倍兑,服务外呼
80001271315014362,杭州-星级-积分翻倍兑,服务外呼
80001271309025000,杭州-星级-积分翻倍兑,服务外呼
80001271317053476,杭州-星级-积分翻倍兑,服务外呼
80001270684013858,杭州-星级-积分翻倍兑,服务外呼
80001272276072304,杭州-星级-积分翻倍兑,服务外呼
80001271327078298,杭州-星级-积分翻倍兑,服务外呼
80001270692064564,杭州-星级-积分翻倍兑,服务外呼
80001271329011464,杭州-星级-积分翻倍兑,服务外呼
80001272286028348,杭州-星级-积分翻倍兑,服务外呼
80001271313030724,杭州-星级-积分翻倍兑,服务外呼
80001270704008998,杭州-星级-积分翻倍兑,服务外呼
80001271343089332,杭州-星级-积分翻倍兑,服务外呼
80001271325016288,杭州-星级-积分翻倍兑,服务外呼
80001271335001564,杭州-星级-积分翻倍兑,服务外呼
80001282106001790,宁波4升5加包,服务外呼
80001282103029720,宁波4升5加包,服务外呼
80001271337066958,杭州-星级-积分翻倍兑,服务外呼
80001282106034018,宁波4升5加包,服务外呼
80001272278085444,杭州-星级-积分翻倍兑,服务外呼
80001272278030058,杭州-星级-积分翻倍兑,服务外呼
80001272280018340,杭州-星级-积分翻倍兑,服务外呼
80001271331061612,杭州-星级-积分翻倍兑,服务外呼
80001282102045036,宁波4升5加包,服务外呼
80001272286007000,杭州-星级-积分翻倍兑,服务外呼
80001272288087586,杭州-星级-积分翻倍兑,服务外呼
80001272278005866,杭州-星级-积分翻倍兑,服务外呼
80001271343088864,杭州-星级-积分翻倍兑,服务外呼
80001271333072934,杭州-星级-积分翻倍兑,服务外呼
80001271345054376,杭州-星级-积分翻倍兑,服务外呼
80001282106055648,宁波4升5加包,服务外呼
80001271345003724,杭州-星级-积分翻倍兑,服务外呼
80001174780028712,电渠满卡专项,服务外呼
80001271335057022,杭州-星级-积分翻倍兑,服务外呼
80001272280009448,杭州-星级-积分翻倍兑,服务外呼
80001271335061216,杭州-星级-积分翻倍兑,服务外呼
80001282103022356,宁波4升5加包,服务外呼
80001271341054142,杭州-星级-积分翻倍兑,服务外呼
80001272280000088,杭州-星级-积分翻倍兑,服务外呼
80001282106044910,宁波4升5加包,服务外呼
80001270700023794,杭州-星级-积分翻倍兑,服务外呼
80001270678013246,杭州-星级-积分翻倍兑,服务外呼
80001270688084184,杭州-星级-积分翻倍兑,服务外呼
80001271323071098,杭州-星级-积分翻倍兑,服务外呼
80001270680038536,杭州-星级-积分翻倍兑,服务外呼
80001271315001870,杭州-星级-积分翻倍兑,服务外呼
80001314213027406,到期非高危高套,服务外呼
80001054628001246,历史脱绑高套星,服务外呼
80001271311084958,杭州-星级-积分翻倍兑,服务外呼
80001081404018471,拱墅9.9元,服务外呼
80001055362043018,历史脱绑高套星,服务外呼
80001062721023788,台州市本级外呼,服务外呼
80001081404019069,拱墅9.9元,服务外呼
80001081404002975,拱墅9.9元,服务外呼
80001168696038176,总台免ITV,服务外呼
80001365171000802,爱维系网络权益外呼,服务外呼
80001170807038120,总台免ITV,服务外呼
80001081404024958,拱墅9.9元,服务外呼
80001097367043223,预警正常和外呼,服务外呼
80001055356025270,历史脱绑高套星,服务外呼
80001246924049824,温州4升5加包,服务外呼
80001092945004846,积分兑三星以下,服务外呼
80001092945001518,积分兑三星以下,服务外呼
80001393968008098,大升级框架三季度,服务外呼
80001061903049112,台州市本级外呼,服务外呼
80001353368052063,沉默促活,服务外呼
80001353366065518,沉默促活,服务外呼
80001353364059863,沉默促活,服务外呼
80001191294010190,9.9元公众+外呼,服务外呼
80001061917053870,台州市本级外呼,服务外呼
80001061911015624,台州市本级外呼,服务外呼
80001271343013156,杭州-星级-积分翻倍兑,服务外呼
80001271325075760,杭州-星级-积分翻倍兑,服务外呼
80001212474055726,新入21x促活,服务外呼
80001272276067300,杭州-星级-积分翻倍兑,服务外呼
80001271311073618,杭州-星级-积分翻倍兑,服务外呼
80001271311059848,杭州-星级-积分翻倍兑,服务外呼
80001271317038968,杭州-星级-积分翻倍兑,服务外呼
80001270666017782,杭州-星级-积分翻倍兑,服务外呼
80001270696022372,杭州-星级-积分翻倍兑,服务外呼
80001270696026980,杭州-星级-积分翻倍兑,服务外呼
80001270690066472,杭州-星级-积分翻倍兑,服务外呼
80001271317048184,杭州-星级-积分翻倍兑,服务外呼
80001270692018340,杭州-星级-积分翻倍兑,服务外呼
80001271313039850,杭州-星级-积分翻倍兑,服务外呼
80001271341025144,杭州-星级-积分翻倍兑,服务外呼
80001272280021400,杭州-星级-积分翻倍兑,服务外呼
80001272276039940,杭州-星级-积分翻倍兑,服务外呼
80001270688023074,杭州-星级-积分翻倍兑,服务外呼
80001271325016126,杭州-星级-积分翻倍兑,服务外呼
80001174778069480,电渠满卡专项,服务外呼
80001271311078388,杭州-星级-积分翻倍兑,服务外呼
80001271325025810,杭州-星级-积分翻倍兑,服务外呼
80001270686006784,杭州-星级-积分翻倍兑,服务外呼
80001271309048094,杭州-星级-积分翻倍兑,服务外呼
80001270678062494,杭州-星级-积分翻倍兑,服务外呼
80001271317002824,杭州-星级-积分翻倍兑,服务外呼
80001270680014092,杭州-星级-积分翻倍兑,服务外呼
80001271307005398,杭州-星级-积分翻倍兑,服务外呼
80001282102036608,宁波4升5加包,服务外呼
80001272286055798,杭州-星级-积分翻倍兑,服务外呼
80001174780020984,电渠满卡专项,服务外呼
80001272284012058,杭州-星级-积分翻倍兑,服务外呼
80001271335027556,杭州-星级-积分翻倍兑,服务外呼
80001270676087928,杭州-星级-积分翻倍兑,服务外呼
80001272294005398,杭州-星级-积分翻倍兑,服务外呼
80001272288007738,杭州-星级-积分翻倍兑,服务外呼
80001271317066868,杭州-星级-积分翻倍兑,服务外呼
80001270690030094,杭州-星级-积分翻倍兑,服务外呼
80001270686020860,杭州-星级-积分翻倍兑,服务外呼
80001271343078172,杭州-星级-积分翻倍兑,服务外呼
80001270686071548,杭州-星级-积分翻倍兑,服务外呼
80001270686016126,杭州-星级-积分翻倍兑,服务外呼
80001271343001366,杭州-星级-积分翻倍兑,服务外呼
80001272296004372,杭州-星级-积分翻倍兑,服务外呼
80001278922003946,宁波4升5加包,服务外呼
80001271345067966,杭州-星级-积分翻倍兑,服务外呼
80001272278071368,杭州-星级-积分翻倍兑,服务外呼
80001272286057418,杭州-星级-积分翻倍兑,服务外呼
80001278922021740,宁波4升5加包,服务外呼
80001272282016072,杭州-星级-积分翻倍兑,服务外呼
80001272292055096,杭州-星级-积分翻倍兑,服务外呼
80001278922007460,宁波4升5加包,服务外呼
80001271333082276,杭州-星级-积分翻倍兑,服务外呼
80001282106012696,宁波4升5加包,服务外呼
80001271335061504,杭州-星级-积分翻倍兑,服务外呼
80001282102045022,宁波4升5加包,服务外呼
80001272290002248,杭州-星级-积分翻倍兑,服务外呼
80001272276009826,杭州-星级-积分翻倍兑,服务外呼
80001271315015550,杭州-星级-积分翻倍兑,服务外呼
80001271323088972,杭州-星级-积分翻倍兑,服务外呼
80001282103003652,宁波4升5加包,服务外呼
80001278922032296,宁波4升5加包,服务外呼
80001282102051784,宁波4升5加包,服务外呼
80001271333058786,杭州-星级-积分翻倍兑,服务外呼
80001271335001024,杭州-星级-积分翻倍兑,服务外呼
80001271317086848,杭州-星级-积分翻倍兑,服务外呼
80001271333081934,杭州-星级-积分翻倍兑,服务外呼
80001271345058462,杭州-星级-积分翻倍兑,服务外呼
80001271345058588,杭州-星级-积分翻倍兑,服务外呼
80001271333081754,杭州-星级-积分翻倍兑,服务外呼
80001272280045502,杭州-星级-积分翻倍兑,服务外呼
80001278922064566,宁波4升5加包,服务外呼
80001271343038032,杭州-星级-积分翻倍兑,服务外呼
80001271335014938,杭州-星级-积分翻倍兑,服务外呼
80001271333086182,杭州-星级-积分翻倍兑,服务外呼
80001271331079468,杭州-星级-积分翻倍兑,服务外呼
80001246924039086,温州4升5加包,服务外呼
80001365171000742,爱维系网络权益外呼,服务外呼
80001365171014926,爱维系网络权益外呼,服务外呼
80001272298009430,杭州-星级-积分翻倍兑,服务外呼
80001272280025810,杭州-星级-积分翻倍兑,服务外呼
80001270694079954,杭州-星级-积分翻倍兑,服务外呼
80001270686066418,杭州-星级-积分翻倍兑,服务外呼
80001271317025216,杭州-星级-积分翻倍兑,服务外呼
80001270690001906,杭州-星级-积分翻倍兑,服务外呼
80001270694024694,杭州-星级-积分翻倍兑,服务外呼
80001271345038644,杭州-星级-积分翻倍兑,服务外呼
80001269801086902,杭州-星级-积分翻倍兑,服务外呼
80001174778068948,电渠满卡专项,服务外呼
80001271333034162,杭州-星级-积分翻倍兑,服务外呼
80001271333052630,杭州-星级-积分翻倍兑,服务外呼
80001271317062008,杭州-星级-积分翻倍兑,服务外呼
80001270672060010,杭州-星级-积分翻倍兑,服务外呼
80001271317029824,杭州-星级-积分翻倍兑,服务外呼
80001271313080548,杭州-星级-积分翻倍兑,服务外呼
80001270672041632,杭州-星级-积分翻倍兑,服务外呼
80001269801027088,杭州-星级-积分翻倍兑,服务外呼
80001271323069550,杭州-星级-积分翻倍兑,服务外呼
80001174778068990,电渠满卡专项,服务外呼
80001270674076120,杭州-星级-积分翻倍兑,服务外呼
80001270686089476,杭州-星级-积分翻倍兑,服务外呼
80001271339009664,杭州-星级-积分翻倍兑,服务外呼
80001174780009910,电渠满卡专项,服务外呼
80001270686053116,杭州-星级-积分翻倍兑,服务外呼
80001272292058372,杭州-星级-积分翻倍兑,服务外呼
80001271315065284,杭州-星级-积分翻倍兑,服务外呼
